-2.697456904397688859e+01,0.000000000000000000e+00
-2.713980127314826163e+01,1.000000000000000000e+02
-2.713949944466535413e+01,2.000000000000000000e+02
-2.713928073689616127e+01,3.000000000000000000e+02
-2.713914166896262259e+01,4.000000000000000000e+02
-2.713905288933809601e+01,5.000000000000000000e+02
-2.713899733642785250e+01,6.000000000000000000e+02
-2.713896508221063542e+01,7.000000000000000000e+02
-2.713895003204882883e+01,8.000000000000000000e+02
-2.713894824170249365e+01,9.000000000000000000e+02
-2.713895703877604859e+01,1.000000000000000000e+03
-2.713897454216111527e+01,1.100000000000000000e+03
-2.713899938625014485e+01,1.200000000000000000e+03
-2.713903055524011876e+01,1.300000000000000000e+03
-2.713906727924201334e+01,1.400000000000000000e+03
-2.713910896656805960e+01,1.500000000000000000e+03
-2.713915515805387457e+01,1.600000000000000000e+03
-2.713920549530904225e+01,1.700000000000000000e+03
-2.713925969807562666e+01,1.800000000000000000e+03
-2.713931754772633553e+01,1.900000000000000000e+03
-2.713937887501346324e+01,2.000000000000000000e+03
-2.713944355083073390e+01,2.100000000000000000e+03
-2.713951147915440743e+01,2.200000000000000000e+03
-2.713958259158919617e+01,2.300000000000000000e+03
-2.713965684311462923e+01,2.400000000000000000e+03
-2.713973420874235387e+01,2.500000000000000000e+03
-2.713981468087347082e+01,2.600000000000000000e+03
-2.713989826720053600e+01,2.700000000000000000e+03
-2.713998498903809065e+01,2.800000000000000000e+03
-2.714007487999410273e+01,2.900000000000000000e+03
-2.714016798491572402e+01,3.000000000000000000e+03
-2.714026435905803680e+01,3.100000000000000000e+03
-2.714036406743639418e+01,3.200000000000000000e+03
-2.714046718433145955e+01,3.300000000000000000e+03
-2.714057379292304617e+01,3.400000000000000000e+03
-2.714068398503399493e+01,3.500000000000000000e+03
-2.714079786096930036e+01,3.600000000000000000e+03
-2.714091552943914110e+01,3.700000000000000000e+03
-2.714103710755676246e+01,3.800000000000000000e+03
-2.714116272090448589e+01,3.900000000000000000e+03
-2.714129250366260493e+01,4.000000000000000000e+03
-2.714142659879744102e+01,4.100000000000000000e+03
-2.714156515830600469e+01,4.200000000000000000e+03
-2.714170834351567763e+01,4.300000000000000000e+03
-2.714185632543825122e+01,4.400000000000000000e+03
-2.714200928517852773e+01,4.500000000000000000e+03
-2.714216741439820879e+01,4.600000000000000000e+03
-2.714233091583682622e+01,4.700000000000000000e+03
-2.714250000389177586e+01,4.800000000000000000e+03
-2.714267490526050253e+01,4.900000000000000000e+03
-2.714285585964832848e+01,5.000000000000000000e+03
-2.714304312054623836e+01,5.100000000000000000e+03
-2.714323695608362641e+01,5.200000000000000000e+03
-2.714343764996183950e+01,5.300000000000000000e+03
-2.714364550247507424e+01,5.400000000000000000e+03
-2.714386083162633412e+01,5.500000000000000000e+03
-2.714408397434693399e+01,5.600000000000000000e+03
-2.714431528782938940e+01,5.700000000000000000e+03
-2.714455515098460126e+01,5.800000000000000000e+03
-2.714480396603593348e+01,5.900000000000000000e+03
-2.714506216026405383e+01,6.000000000000000000e+03
-2.714533018791863128e+01,6.100000000000000000e+03
-2.714560853231469295e+01,6.200000000000000000e+03
-2.714589770813412883e+01,6.300000000000000000e+03
-2.714619826395529856e+01,6.400000000000000000e+03
-2.714651078503697335e+01,6.500000000000000000e+03
-2.714683589638642758e+01,6.600000000000000000e+03
-2.714717426614548401e+01,6.700000000000000000e+03
-2.714752660933325501e+01,6.800000000000000000e+03
-2.714789369198987501e+01,6.900000000000000000e+03
-2.714827633577180421e+01,7.000000000000000000e+03
-2.714867542305700354e+01,7.100000000000000000e+03
-2.714909190262692817e+01,7.200000000000000000e+03
-2.714952679600278884e+01,7.300000000000000000e+03
-2.714998120452534636e+01,7.400000000000000000e+03
-2.715045631728219888e+01,7.500000000000000000e+03
-2.715095342000309842e+01,7.600000000000000000e+03
-2.715147390506417224e+01,7.700000000000000000e+03
-2.715201928276569276e+01,7.800000000000000000e+03
-2.715259119407666333e+01,7.900000000000000000e+03
-2.715319142507379269e+01,8.000000000000000000e+03
-2.715382192334357114e+01,8.100000000000000000e+03
-2.715448481666601310e+01,8.200000000000000000e+03
-2.715518243435900558e+01,8.300000000000000000e+03
-2.715591733173568301e+01,8.400000000000000000e+03
-2.715669231821707541e+01,8.500000000000000000e+03
-2.715751048975269555e+01,8.600000000000000000e+03
-2.715837526633766430e+01,8.700000000000000000e+03
-2.715929043558373834e+01,8.800000000000000000e+03
-2.716026020351136694e+01,8.900000000000000000e+03
-2.716128925399286942e+01,9.000000000000000000e+03
-2.716238281860711368e+01,9.100000000000000000e+03
-2.716354675908440797e+01,9.200000000000000000e+03
-2.716478766505200682e+01,9.300000000000000000e+03
-2.716611297047134599e+01,9.400000000000000000e+03
-2.716753109303412828e+01,9.500000000000000000e+03
-2.716905160191969060e+01,9.600000000000000000e+03
-2.717068542079631044e+01,9.700000000000000000e+03
-2.717244507489281702e+01,9.800000000000000000e+03
-2.717434499353691280e+01,9.900000000000000000e+03
-2.717640188297906789e+01,1.000000000000000000e+04
-2.717863518891338259e+01,1.010000000000000000e+04
-2.718106767431474680e+01,1.020000000000000000e+04
-2.718372614666947840e+01,1.030000000000000000e+04
-2.718664238028782165e+01,1.040000000000000000e+04
-2.718985429544976640e+01,1.050000000000000000e+04
-2.719340747852248086e+01,1.060000000000000000e+04
-2.719735715860480241e+01,1.070000000000000000e+04
-2.720177080061469610e+01,1.080000000000000000e+04
-2.720673153767121022e+01,1.090000000000000000e+04
-2.721234275514452250e+01,1.100000000000000000e+04
-2.721873426598202528e+01,1.110000000000000000e+04
-2.722607069659653689e+01,1.120000000000000000e+04
-2.723456295236331215e+01,1.130000000000000000e+04
-2.724448396780930182e+01,1.140000000000000000e+04
-2.725619036966070752e+01,1.150000000000000000e+04
-2.727015213937941240e+01,1.160000000000000000e+04
-2.728699266393142864e+01,1.170000000000000000e+04
-2.730754119084361875e+01,1.180000000000000000e+04
-2.733289746935082221e+01,1.190000000000000000e+04
-2.736450195601874569e+01,1.200000000000000000e+04
-2.740419093047573540e+01,1.210000000000000000e+04
-2.745419184031262105e+01,1.220000000000000000e+04
-2.751698692283794045e+01,1.230000000000000000e+04
-2.759497211613770418e+01,1.240000000000000000e+04
-2.768991429717215880e+01,1.250000000000000000e+04
-2.780237609863684867e+01,1.260000000000000000e+04
-2.793141728433064941e+01,1.270000000000000000e+04
-2.807480374584718419e+01,1.280000000000000000e+04
-2.822965372977087384e+01,1.290000000000000000e+04
-2.839318992385909723e+01,1.300000000000000000e+04
-2.856327222476150496e+01,1.310000000000000000e+04
-2.873859936855133412e+01,1.320000000000000000e+04
-2.891867219334307038e+01,1.330000000000000000e+04
-2.910367760360247757e+01,1.340000000000000000e+04
-2.929440056320324004e+01,1.350000000000000000e+04
-2.949218156799717860e+01,1.360000000000000000e+04
-2.969886347518764680e+01,1.370000000000000000e+04
-2.991663780278814500e+01,1.380000000000000000e+04
-3.014773352478013635e+01,1.390000000000000000e+04
-3.039401031044373624e+01,1.400000000000000000e+04
-3.065664637354596778e+01,1.410000000000000000e+04
-3.093607392640350895e+01,1.420000000000000000e+04
-3.123210244971944149e+01,1.430000000000000000e+04
-3.154406037171634836e+01,1.440000000000000000e+04
-3.187091247860551135e+01,1.450000000000000000e+04
-3.221140954515366417e+01,1.460000000000000000e+04
-3.256422180371554020e+01,1.470000000000000000e+04
-3.292792114555791017e+01,1.480000000000000000e+04
-3.330081671039202007e+01,1.490000000000000000e+04
-3.368085045840513203e+01,1.500000000000000000e+04
-3.406574425956331709e+01,1.510000000000000000e+04
-3.445336691081423908e+01,1.520000000000000000e+04
-3.484211586705033881e+01,1.530000000000000000e+04
-3.523113598452898998e+01,1.540000000000000000e+04
-3.562033931979699020e+01,1.550000000000000000e+04
-3.601028976528036907e+01,1.560000000000000000e+04
-3.640201329112831985e+01,1.570000000000000000e+04
-3.679673954262926827e+01,1.580000000000000000e+04
-3.719556179615648261e+01,1.590000000000000000e+04
-3.759906739392029351e+01,1.600000000000000000e+04
-3.800708902003907497e+01,1.610000000000000000e+04
-3.841872803958536764e+01,1.620000000000000000e+04
-3.883264889104199824e+01,1.630000000000000000e+04
-3.924746162138870886e+01,1.640000000000000000e+04
-3.966195881071522678e+01,1.650000000000000000e+04
-4.007507965472716194e+01,1.660000000000000000e+04
-4.048565090941992395e+01,1.670000000000000000e+04
-4.089209995878823634e+01,1.680000000000000000e+04
-4.129236188413334219e+01,1.690000000000000000e+04
-4.168406600919624339e+01,1.700000000000000000e+04
