p1,<I>,<I2>,var,Ierr
0.2,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0
0.3,5.526326530612245,410.30061224489793,0.15190413092877966,0.008630745826031046
0.35,329.4267346938776,110348.98061224488,0.7308028324697807,0.01443055226641887
0.39999999999999997,475.3981632653061,227242.79897959184,0.49575413742607927,0.009675504603873624
0.44999999999999996,567.0638775510204,322641.2683673469,0.43193085765931755,0.008762073451642314
0.49999999999999994,637.6557142857143,407719.9614285714,0.44606058693872763,0.008948796428512784
